pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_logg,sy_dist
Kepler-171 c,Kepler-171,1,1,3,0,0,2014,0,11.46346200000,0.0980000000,2.56000000,0.22800000,,,,,,5642.00,0.839000,,4.566000,863.85500000
Kepler-171 d,Kepler-171,1,1,3,0,0,2014,0,39.59551900000,0.2230000000,1.89000000,0.16900000,,,,,,5642.00,0.839000,,4.566000,863.85500000
Kepler-1710 b,Kepler-1710,1,1,1,0,0,2021,0,14.91110039000,,3.19744103,0.28525707,,,,,,5650.00,0.899000,0.932000,4.500000,305.19300000
Kepler-1711 b,Kepler-1711,1,1,1,0,0,2021,0,21.06080055000,,1.92300000,0.17155886,,,,,,5706.00,1.034000,0.940000,4.382000,590.26800000
Kepler-1712 b,Kepler-1712,1,1,1,0,0,2021,0,13.81499958000,,2.28372556,0.20374070,,,,,,3732.00,0.509000,0.515000,4.736000,156.26400000
Kepler-1713 b,Kepler-1713,1,1,1,0,0,2021,0,18.01160049000,,1.71673535,0.15315713,,,,,,6477.00,1.459000,1.300000,4.224000,295.29300000
Kepler-1714 b,Kepler-1714,1,1,1,0,0,2021,0,10.27530003000,,3.26437302,0.29122836,,,,,,6150.00,2.086000,1.448000,3.960000,409.46000000
Kepler-1715 b,Kepler-1715,1,1,1,0,0,2021,0,35.59730148000,,4.14042267,0.36938441,,,,,,6212.00,1.209000,1.082000,4.309000,522.60500000
Kepler-1716 b,Kepler-1716,1,1,1,0,0,2021,0,35.58100128000,,2.42476850,0.21632373,,,,,,4894.00,0.684000,0.753000,4.637000,195.43900000
Kepler-1717 b,Kepler-1717,1,1,1,0,0,2021,0,30.65279961000,,2.98929758,0.26668773,,,,,,6200.00,1.640000,1.158000,4.072000,1008.79000000
Kepler-1718 b,Kepler-1718,1,1,1,0,0,2021,0,135.18800350000,,2.56852070,0.22914846,,,,,,5731.00,0.906000,0.846000,4.451000,375.52200000
Kepler-1719 b,Kepler-1719,1,1,1,0,0,2021,0,6.14955997500,,3.95000623,0.35239656,,,,,,5687.00,1.775000,1.080000,3.973000,905.40600000
Kepler-172 b,Kepler-172,1,1,4,0,0,2014,0,2.94030900000,0.0400000000,2.35000000,0.21000000,,,,,,5526.00,1.085000,,4.375000,828.59200000
Kepler-172 c,Kepler-172,1,1,4,0,0,2014,0,6.38899600000,0.0680000000,2.86000000,0.25500000,,,,,,5526.00,1.085000,,4.375000,828.59200000
Kepler-172 d,Kepler-172,1,1,4,0,0,2014,0,14.62711900000,0.1180000000,2.25000000,0.20100000,,,,,,5526.00,1.085000,,4.375000,828.59200000
Kepler-172 e,Kepler-172,1,1,4,0,0,2014,0,35.11873600000,0.2110000000,2.76000000,0.24600000,,,,,,5526.00,1.085000,,4.375000,828.59200000
Kepler-1720 b,Kepler-1720,1,1,1,0,0,2021,0,12.70639992000,,3.21585295,0.28689968,,,,,,5573.00,0.839000,0.939000,4.562000,629.44500000
Kepler-1721 b,Kepler-1721,1,1,1,0,0,2021,0,4.59238004700,,3.11856756,0.27822044,,,,,,5351.00,0.796000,0.890000,4.582000,641.37400000
Kepler-1722 b,Kepler-1722,1,1,1,0,0,2021,0,9.17856979400,,2.86719266,0.25579424,,,,,,5506.00,0.788000,0.876000,4.584000,772.28300000
Kepler-1723 b,Kepler-1723,1,1,1,0,0,2021,0,39.75289917000,,2.88046569,0.25697838,,,,,,6072.00,1.010000,0.960000,4.411000,811.27800000
Kepler-1724 b,Kepler-1724,1,1,1,0,0,2021,0,6.45442009000,,2.83677238,0.25308032,,,,,,6092.00,0.943000,1.016000,4.496000,1060.77000000
Kepler-1725 b,Kepler-1725,1,1,1,0,0,2021,0,16.71990013000,,2.81251770,0.25091645,,,,,,6020.00,1.085000,1.049000,4.389000,558.65200000
Kepler-1726 b,Kepler-1726,1,1,1,0,0,2021,0,18.39629936000,,2.50861954,0.22380443,,,,,,5316.00,0.804000,0.876000,4.570000,390.55200000
Kepler-1727 b,Kepler-1727,1,1,1,0,0,2021,0,9.02929973600,,3.17321625,0.28309588,,,,,,5349.00,0.820000,0.824000,4.526000,894.18700000
Kepler-1728 b,Kepler-1728,1,1,1,0,0,2021,0,4.78299999200,,2.95501875,0.26362957,,,,,,5170.00,0.807000,0.891000,4.574000,651.78300000
Kepler-1729 b,Kepler-1729,1,1,1,0,0,2021,0,4.22097015400,,3.89404186,0.34740374,,,,,,3837.00,0.517000,0.544000,4.747000,576.18100000
Kepler-173 b,Kepler-173,1,1,2,0,0,2014,0,4.26374200000,0.0480000000,1.29000000,0.11500000,,,,,,6031.00,0.949000,,4.404000,833.16500000
Kepler-173 c,Kepler-173,1,1,2,0,0,2014,0,8.00577700000,0.0740000000,2.43000000,0.21700000,,,,,,6031.00,0.949000,,4.404000,833.16500000
Kepler-1730 b,Kepler-1730,1,1,1,0,0,2021,0,13.81019974000,,4.48524519,0.40014746,,,,,,5942.00,1.142000,1.009000,4.327000,1427.08000000
Kepler-1731 b,Kepler-1731,1,1,1,0,0,2021,0,21.76129913000,,2.93295657,0.26166131,,,,,,4859.00,0.720000,0.781000,4.612000,169.94800000
Kepler-1732 b,Kepler-1732,1,1,1,0,0,2021,0,32.31240082000,,4.09903273,0.36569184,,,,,,5821.00,1.494000,1.043000,4.108000,1289.41000000
Kepler-1733 b,Kepler-1733,1,1,1,0,0,2021,0,9.22957992600,,3.63582354,0.32436701,,,,,,6320.00,1.252000,1.273000,4.347000,2080.51000000
Kepler-1734 b,Kepler-1734,1,1,1,0,0,2021,0,6.79685020400,,3.08851092,0.27553896,,,,,,6061.00,0.970000,1.050000,4.486000,1482.83000000
Kepler-1735 b,Kepler-1735,1,1,1,0,0,2021,0,7.71792984000,,1.19429134,0.10654772,,,,,,3975.00,0.509000,0.535000,4.753000,245.30300000
Kepler-1736 b,Kepler-1736,1,1,1,0,0,2021,0,37.81029892000,,3.87658560,0.34584640,,,,,,6085.00,0.973000,0.976000,4.451000,1430.00000000
Kepler-1737 b,Kepler-1737,1,1,1,0,0,2021,0,64.61750031000,,5.39500000,0.48131049,,,,,,5043.00,0.881000,0.834000,4.470000,
Kepler-1738 b,Kepler-1738,1,1,1,0,0,2021,0,7.67463016500,,2.82472883,0.25200586,,,,,,6063.00,1.001000,1.079000,4.470000,1302.87000000
Kepler-1739 b,Kepler-1739,1,1,1,0,0,2021,0,7.34370994600,,2.43056832,0.21684115,,,,,,5757.00,0.762000,0.865000,4.597000,783.66600000
Kepler-174 b,Kepler-174,1,1,3,0,0,2014,0,13.98179000000,0.1000000000,1.96000000,0.17500000,,,,,,4880.00,0.622000,,4.679000,384.75700000
Kepler-174 c,Kepler-174,1,1,3,0,0,2014,0,44.00052900000,0.2140000000,1.49000000,0.13300000,,,,,,4880.00,0.622000,,4.679000,384.75700000
Kepler-174 d,Kepler-174,1,1,3,0,0,2014,0,247.35373000000,0.6770000000,2.19000000,0.19500000,,,,,,4880.00,0.622000,,4.679000,384.75700000
Kepler-1740 b,Kepler-1740,1,1,1,0,0,2021,0,8.17240047500,,3.32321414,0.29647782,,,,,,5705.00,0.905000,0.943000,4.499000,1061.77000000
Kepler-1741 b,Kepler-1741,1,1,1,0,0,2021,0,2.75759005500,,1.27300000,0.11356965,,,,,,3683.00,0.424000,0.454000,4.840000,270.73900000
Kepler-1742 b,Kepler-1742,1,1,1,0,0,2021,0,49.47819901000,,2.17824130,0.19433001,,,,,,5776.00,0.849000,0.939000,4.554000,669.57300000
Kepler-1743 b,Kepler-1743,1,1,1,0,0,2021,0,7.64971017800,,1.59887007,0.14264188,,,,,,5855.00,1.613000,1.266000,4.125000,538.80700000
Kepler-1744 b,Kepler-1744,1,1,1,0,0,2021,0,37.10110092000,,3.76754004,0.33611799,,,,,,5986.00,0.850000,0.886000,4.527000,1091.63000000
Kepler-1745 b,Kepler-1745,1,1,1,0,0,2021,0,3.01619005200,,1.92872921,0.17206999,,,,,,5611.00,1.400000,0.995000,4.144000,996.10500000
Kepler-1746 b,Kepler-1746,1,1,1,0,0,2021,0,321.21200560000,,8.93504475,0.79713267,,,,,,6018.00,1.286000,1.090000,4.257000,979.54100000
Kepler-1747 b,Kepler-1747,1,1,1,0,0,2021,0,6.23031997700,,4.26508000,0.38050561,,,,,,5477.00,0.865000,0.983000,4.557000,1321.38000000
Kepler-1748 b,Kepler-1748,1,1,1,0,0,2021,0,5.82352018400,,2.71275017,0.24201578,,,,,,5774.00,0.864000,0.916000,4.526000,1083.28000000
Kepler-1749 b,Kepler-1749,1,1,1,0,0,2021,0,14.53409958000,,1.61301783,0.14390406,,,,,,3957.00,0.553000,0.551000,4.693000,268.20000000
Kepler-175 b,Kepler-175,1,1,2,0,0,2014,0,11.90351500000,0.1050000000,2.56000000,0.22800000,,,,,,6064.00,1.010000,,4.472000,1312.34000000
Kepler-175 c,Kepler-175,1,1,2,0,0,2014,0,34.03525700000,0.2130000000,3.10000000,0.27700000,,,,,,6064.00,1.010000,,4.472000,1312.34000000
Kepler-1750 b,Kepler-1750,1,1,1,0,0,2021,0,205.91200260000,,6.00434637,0.53567283,,,,,,5644.00,0.969000,0.981000,4.457000,1497.33000000
Kepler-1751 b,Kepler-1751,1,1,1,0,0,2021,0,7.01731014300,,1.82417378,0.16274216,,,,,,6052.00,0.967000,0.974000,4.456000,1291.47000000
Kepler-1752 b,Kepler-1752,1,1,1,0,0,2021,0,56.35850143000,,4.54060463,0.40508631,,,,,,5446.00,0.821000,0.824000,4.525000,962.88800000
Kepler-1753 b,Kepler-1753,1,1,1,0,0,2021,0,16.00460052000,,2.22678077,0.19866042,,,,,,5180.00,0.769000,0.860000,4.597000,707.68800000
Kepler-1754 b,Kepler-1754,1,1,1,0,0,2021,0,8.19594955400,,2.43996509,0.21767948,,,,,,4723.00,0.747000,0.734000,4.557000,718.94500000
Kepler-1755 b,Kepler-1755,1,1,1,0,0,2021,0,24.81209946000,,5.91688317,0.52786987,,,,,,6086.00,0.921000,1.003000,4.511000,982.38300000
Kepler-1756 b,Kepler-1756,1,1,1,0,0,2021,0,2.35575008400,,1.47199944,0.13132322,,,,,,4915.00,0.812000,0.781000,4.512000,
Kepler-1757 b,Kepler-1757,1,1,1,0,0,2021,0,19.65640068000,,2.94660251,0.26287872,,,,,,5288.00,0.740000,0.828000,4.613000,807.30800000
Kepler-1758 b,Kepler-1758,1,1,1,0,0,2021,0,9.97721004500,,2.57059831,0.22933382,,,,,,5557.00,1.616000,1.035000,4.037000,1588.41000000
Kepler-1759 b,Kepler-1759,1,1,1,0,0,2021,0,3.72023010300,,0.90377910,0.08062991,,,,,,5017.00,0.797000,0.760000,4.516000,385.34800000
Kepler-176 b,Kepler-176,1,1,4,0,0,2014,0,5.43307400000,0.0580000000,1.43000000,0.12800000,,,,,,5232.00,0.891000,,4.474000,527.32100000
Kepler-176 c,Kepler-176,1,1,4,0,0,2014,0,12.75971200000,0.1020000000,2.60000000,0.23200000,,,,,,5232.00,0.891000,,4.474000,527.32100000
Kepler-176 d,Kepler-176,1,1,4,0,0,2014,0,25.75197400000,0.1630000000,2.51000000,0.22400000,,,,,,5232.00,0.891000,,4.474000,527.32100000
Kepler-176 e,Kepler-176,1,1,4,0,0,2016,0,51.16579000000,,1.45000000,0.12936034,,,,,,5295.00,0.830000,0.870000,4.550000,527.32100000
Kepler-1760 b,Kepler-1760,1,1,1,0,0,2021,0,38.32609940000,,2.28995546,0.20429649,,,,,,5229.00,0.903000,0.821000,4.441000,
Kepler-1761 b,Kepler-1761,1,1,1,0,0,2021,0,4.04354000100,,1.39109603,0.12410549,,,,,,3871.00,0.532000,0.573000,4.744000,221.18600000
Kepler-1762 b,Kepler-1762,1,1,1,0,0,2021,0,29.53910065000,,2.76022913,0.24625157,,,,,,6572.00,1.238000,1.298000,4.365000,1663.74000000
Kepler-1763 b,Kepler-1763,1,1,1,0,0,2021,0,1.48028004200,,1.14651332,0.10228524,,,,,,5897.00,1.259000,1.026000,4.250000,756.48600000
Kepler-1764 b,Kepler-1764,1,1,1,0,0,2021,0,70.46829987000,,4.55527871,0.40639545,,,,,,6461.00,1.131000,1.162000,4.396000,1542.48000000
Kepler-1765 b,Kepler-1765,1,1,1,0,0,2021,0,10.41889954000,,2.49508857,0.22259728,,,,,,5692.00,1.064000,0.946000,4.360000,764.45600000
Kepler-1766 b,Kepler-1766,1,1,1,0,0,2021,0,105.01499940000,,2.27904508,0.20332313,,,,,,5868.00,1.042000,0.915000,4.363000,501.22900000
Kepler-1767 b,Kepler-1767,1,1,1,0,0,2021,0,59.65829849000,,3.01299077,0.26880149,,,,,,5243.00,0.831000,0.887000,4.547000,820.50600000
Kepler-1768 b,Kepler-1768,1,1,1,0,0,2021,0,15.13589954000,,2.23346338,0.19925660,,,,,,6050.00,1.572000,1.240000,4.137000,632.76600000
Kepler-1769 b,Kepler-1769,1,1,1,0,0,2021,0,89.19349670000,,4.46500000,0.39834131,,,,,,6071.00,1.295000,1.061000,4.239000,438.41200000
Kepler-177 b,Kepler-177,1,1,2,0,0,2013,0,36.86010000000,,3.50000000,0.31224909,5.84000000,0.01837460,Mass,30.4000,,5732.00,1.324000,0.921000,4.100000,1435.44000000
Kepler-177 c,Kepler-177,1,1,2,0,0,2013,0,49.40926000000,,8.73000000,0.77883843,14.70000000,0.04625114,Mass,25.4000,,5732.00,1.324000,0.921000,4.100000,1435.44000000
Kepler-1770 b,Kepler-1770,1,1,1,0,0,2021,0,16.84189987000,,2.84141754,0.25349473,,,,,,5602.00,1.009000,0.941000,4.404000,582.94200000
Kepler-1771 b,Kepler-1771,1,1,1,0,0,2021,0,88.64399719000,,4.05537256,0.36179673,,,,,,5661.00,0.934000,0.941000,4.471000,565.75200000
Kepler-1772 b,Kepler-1772,1,1,1,0,0,2021,0,3.21509003600,,2.68609988,0.23963819,,,,,,5541.00,0.934000,0.942000,4.472000,871.56400000
Kepler-1773 b,Kepler-1773,1,1,1,0,0,2021,0,40.80970001000,,3.50469499,0.31266848,,,,,,6183.00,1.300000,1.241000,4.301000,681.25500000
Kepler-1774 b,Kepler-1774,1,1,1,0,0,2021,0,59.77080154000,,3.18179549,0.28386127,,,,,,6214.00,1.122000,1.101000,4.382000,816.59200000
Kepler-1775 b,Kepler-1775,1,1,1,0,0,2021,0,85.65399933000,,3.64762153,0.32541956,,,,,,5818.00,1.647000,1.149000,4.065000,657.02300000
Kepler-1776 b,Kepler-1776,1,1,1,0,0,2021,0,35.01190186000,,2.61157023,0.23298909,,,,,,5872.00,1.153000,1.041000,4.332000,690.33600000
Kepler-1777 b,Kepler-1777,1,1,1,0,0,2021,0,12.18420029000,,2.13189678,0.19019542,,,,,,5771.00,1.068000,0.984000,4.374000,619.14600000
Kepler-1778 b,Kepler-1778,1,1,1,0,0,2021,0,10.08740044000,,3.01665969,0.26912881,,,,,,6310.00,1.095000,1.143000,4.417000,1276.29000000
Kepler-1779 b,Kepler-1779,1,1,1,0,0,2021,0,16.34359932000,,3.03295685,0.27058275,,,,,,5730.00,1.056000,1.008000,4.394000,908.50100000
Kepler-178 b,Kepler-178,1,1,3,0,0,2014,0,9.57669400000,0.0850000000,2.90000000,0.25900000,,,,,,5676.00,1.066000,,4.334000,716.02500000
Kepler-178 c,Kepler-178,1,1,3,0,0,2014,0,20.55280200000,0.1420000000,2.88000000,0.25700000,,,,,,5676.00,1.066000,,4.334000,716.02500000
Kepler-178 d,Kepler-178,1,1,3,0,0,2014,0,96.67898800000,0.3970000000,3.95000000,0.35200000,,,,,,5676.00,1.066000,,4.334000,716.02500000
Kepler-1780 b,Kepler-1780,1,1,1,0,0,2021,0,109.44499970000,,3.60600667,0.32170692,,,,,,5403.00,0.868000,0.868000,4.500000,790.51600000
Kepler-1781 b,Kepler-1781,1,1,1,0,0,2021,0,4.88752985000,,2.38091029,0.21241095,,,,,,5568.00,0.957000,1.053000,4.499000,962.63000000
Kepler-1782 b,Kepler-1782,1,1,1,0,0,2021,0,5.75622987700,,2.22927435,0.19888288,,,,,,4931.00,0.734000,0.794000,4.605000,305.79200000
Kepler-1783 b,Kepler-1783,1,1,1,0,0,2021,0,8.27744007100,,1.31946731,0.11771519,,,,,,5129.00,1.781000,0.887000,3.884000,264.07800000
Kepler-1784 b,Kepler-1784,1,1,1,0,0,2021,0,13.59049988000,,2.79936489,0.24974304,,,,,,5442.00,0.974000,0.887000,4.409000,883.04500000
Kepler-1785 b,Kepler-1785,1,1,1,0,0,2021,0,19.58550072000,,2.70422447,0.24125516,,,,,,5618.00,0.996000,0.911000,4.401000,745.74000000
Kepler-1786 b,Kepler-1786,1,1,1,0,0,2021,0,78.54609680000,,3.16305828,0.28218964,,,,,,5808.00,1.397000,1.058000,4.172000,863.90900000
Kepler-1787 b,Kepler-1787,1,1,1,0,0,2021,0,39.31370163000,,2.31898181,0.20688606,,,,,,6060.00,0.925000,1.008000,4.509000,778.60200000
Kepler-1788 b,Kepler-1788,1,1,1,0,0,2021,0,2.80012011500,,2.37850461,0.21219633,,,,,,4786.00,0.704000,0.686000,4.579000,560.44500000
Kepler-1789 b,Kepler-1789,1,1,1,0,0,2021,0,80.23190308000,,2.83137505,0.25259880,,,,,,5436.00,0.888000,0.920000,4.505000,611.46100000
Kepler-179 b,Kepler-179,1,1,2,0,0,2014,0,2.73592600000,0.0360000000,1.64000000,0.14600000,,,,,,5302.00,0.759000,,4.613000,605.68000000
Kepler-179 c,Kepler-179,1,1,2,0,0,2014,0,6.40013000000,0.0640000000,2.00000000,0.17800000,,,,,,5302.00,0.759000,,4.613000,605.68000000
Kepler-1790 b,Kepler-1790,1,1,1,0,0,2021,0,31.58889961000,,3.14461450,0.28054420,,,,,,5866.00,1.367000,1.020000,4.175000,1070.17000000
Kepler-1791 b,Kepler-1791,1,1,1,0,0,2021,0,7.72086000400,,3.12103321,0.27844041,,,,,,5887.00,1.177000,0.985000,4.290000,602.21800000
Kepler-1792 b,Kepler-1792,1,1,1,0,0,2021,0,4.19577980000,,2.51990972,0.22481167,,,,,,5229.00,1.005000,0.878000,4.378000,601.02900000
Kepler-1793 b,Kepler-1793,1,1,1,0,0,2021,0,8.77999973300,,3.79037518,0.33815521,,,,,,5191.00,0.764000,0.850000,4.597000,1189.88000000
Kepler-1794 b,Kepler-1794,1,1,1,0,0,2021,0,9.76298046100,,1.79426276,0.16007368,,,,,,5052.00,0.816000,0.773000,4.503000,561.22900000
Kepler-1795 b,Kepler-1795,1,1,1,0,0,2021,0,13.36019993000,,1.66301611,0.14836462,,,,,,4500.00,0.688000,0.768000,4.638000,
Kepler-1796 b,Kepler-1796,1,1,1,0,0,2021,0,29.45579910000,,2.75047868,0.24538169,,,,,,6036.00,0.949000,1.018000,4.491000,825.88300000
Kepler-1797 b,Kepler-1797,1,1,1,0,0,2021,0,23.35939980000,,3.05774442,0.27279416,,,,,,6244.00,1.009000,1.069000,4.460000,1338.49000000
Kepler-1798 b,Kepler-1798,1,1,1,0,0,2021,0,16.85589981000,,2.30911251,0.20600557,,,,,,3967.00,0.587000,0.593000,4.674000,395.19600000
Kepler-1799 b,Kepler-1799,1,1,1,0,0,2021,0,11.92969990000,,4.12801189,0.36827719,,,,,,5831.00,0.921000,1.016000,4.517000,2254.69000000
Kepler-18 b,Kepler-18,1,1,3,0,0,2011,0,3.50472500000,0.0447000000,2.00000000,0.17800000,6.90000000,0.02200000,Mass,,,5345.00,1.108000,0.972000,4.310000,433.04700000
Kepler-18 c,Kepler-18,1,1,3,0,0,2011,0,7.64159000000,0.0752000000,5.49000000,0.49000000,17.30000000,0.05400000,Mass,,,5345.00,1.108000,0.972000,4.310000,433.04700000
Kepler-18 d,Kepler-18,1,1,3,0,0,2011,0,14.85888000000,0.1172000000,6.98000000,0.62300000,16.40000000,0.05200000,Mass,,,5345.00,1.108000,0.972000,4.310000,433.04700000
Kepler-180 b,Kepler-180,1,1,2,0,0,2014,0,13.81712400000,0.1090000000,1.50000000,0.13400000,,,,,,5731.00,1.063000,,4.343000,695.65000000
Kepler-180 c,Kepler-180,1,1,2,0,0,2014,0,41.88577500000,0.2290000000,3.01000000,0.26900000,,,,,,5731.00,1.063000,,4.343000,695.65000000
Kepler-1800 b,Kepler-1800,1,1,1,0,0,2021,0,4.56202983900,,0.99679734,0.08892846,,,,,,5343.00,2.506000,1.330000,3.764000,350.45500000
Kepler-1801 b,Kepler-1801,1,1,2,0,0,2021,0,10.44089985000,,2.70926154,0.24170454,,,,,,5738.00,0.981000,0.936000,4.426000,839.33200000
Kepler-1801 c,Kepler-1801,1,1,2,0,0,2023,0,116.58318300000,0.4572000000,2.91000000,0.25961326,,,,4.4700,371.00,5738.00,0.981000,0.936000,4.426000,839.33200000
Kepler-1802 b,Kepler-1802,1,1,2,0,0,2021,0,15.45020008000,,1.67100000,0.14907689,,,,,,4245.00,0.637000,0.649000,4.641000,636.69400000
Kepler-1802 c,Kepler-1802,1,1,2,0,0,2021,0,33.13610077000,,2.32200000,0.20715532,,,,,,4245.00,0.637000,0.649000,4.641000,636.69400000
Kepler-1804 b,Kepler-1804,1,1,1,0,0,2021,0,12.28849983000,,1.59615726,0.14239986,,,,,,5109.00,1.671000,0.929000,3.960000,434.45600000
Kepler-1805 b,Kepler-1805,1,1,1,0,0,2021,0,8.84794044500,,1.54502915,0.13783851,,,,,,3867.00,0.552000,0.581000,4.718000,221.63900000
Kepler-1806 b,Kepler-1806,1,1,1,0,0,2021,0,9.03332042700,,2.35560189,0.21015309,,,,,,5311.00,0.788000,0.884000,4.588000,978.06600000
Kepler-1807 b,Kepler-1807,1,1,1,0,0,2021,0,10.86060047000,,2.70393215,0.24122908,,,,,,6455.00,1.496000,1.087000,4.125000,1299.32000000
Kepler-1808 b,Kepler-1808,1,1,1,0,0,2021,0,23.34040070000,,3.02511302,0.26988297,,,,,,5530.00,0.892000,0.773000,4.425000,1022.01000000
Kepler-1809 b,Kepler-1809,1,1,1,0,0,2021,0,3.75729990000,,1.51300000,0.13498105,,,,,,4901.00,0.716000,0.807000,4.618000,409.60200000
Kepler-181 b,Kepler-181,1,1,2,0,0,2014,0,3.13787300000,0.0400000000,1.27000000,0.11300000,,,,,,5333.00,0.749000,,4.619000,609.28300000
Kepler-181 c,Kepler-181,1,1,2,0,0,2014,0,4.30214900000,0.0490000000,1.99000000,0.17800000,,,,,,5333.00,0.749000,,4.619000,609.28300000
Kepler-1810 b,Kepler-1810,1,1,1,0,0,2021,0,101.13300320000,,3.91815325,0.34955482,,,,,,5492.00,1.016000,0.921000,4.389000,1009.87000000
Kepler-1811 b,Kepler-1811,1,1,1,0,0,2021,0,76.42230225000,,3.84829873,0.34332281,,,,,,5561.00,1.190000,0.946000,4.263000,1390.56000000
Kepler-1812 b,Kepler-1812,1,1,1,0,0,2021,0,7.16521978400,,2.32494240,0.20741783,,,,,,6174.00,1.103000,1.162000,4.417000,1409.19000000
Kepler-1813 b,Kepler-1813,1,1,1,0,0,2021,0,2.81816005700,,1.41300000,0.12605963,,,,,,5167.00,0.787000,0.812000,4.555000,
Kepler-1814 b,Kepler-1814,1,1,2,0,0,2021,0,2.93535995500,,2.36961357,0.21140313,,,,,,4922.00,0.823000,0.790000,4.505000,726.34600000
Kepler-1814 c,Kepler-1814,1,1,2,0,0,2023,0,0.62628176600,0.0133000000,1.76000000,0.15701695,,,,2011.2700,1711.00,4922.00,0.823000,0.790000,4.505000,726.34600000
Kepler-1815 b,Kepler-1815,1,1,1,0,0,2021,0,12.19139957000,,2.74892620,0.24524319,,,,,,5516.00,0.967000,0.856000,4.399000,1006.63000000
Kepler-1816 b,Kepler-1816,1,1,1,0,0,2021,0,91.50099945000,,1.96793970,0.17556812,,,,,,5051.00,0.706000,0.786000,4.628000,437.82300000
Kepler-1817 b,Kepler-1817,1,1,1,0,0,2021,0,44.29919815000,,2.27349126,0.20282765,,,,,,5316.00,0.915000,0.878000,4.459000,748.56900000
Kepler-1818 b,Kepler-1818,1,1,1,0,0,2021,0,4.64490985900,,1.71360684,0.15287803,,,,,,6047.00,1.129000,1.021000,4.343000,1034.59000000
Kepler-1819 b,Kepler-1819,1,1,1,0,0,2021,0,16.48690033000,,3.90351256,0.34824866,,,,,,6090.00,1.071000,1.173000,4.447000,1363.19000000
Kepler-182 b,Kepler-182,1,1,2,0,0,2014,0,9.82579200000,0.0960000000,2.58000000,0.23000000,,,,,,6250.00,1.146000,,4.401000,1549.09000000
Kepler-182 c,Kepler-182,1,1,2,0,0,2014,0,20.68434200000,0.1570000000,3.43000000,0.30600000,,,,,,6250.00,1.146000,,4.401000,1549.09000000
Kepler-1820 b,Kepler-1820,1,1,1,0,0,2021,0,31.03249931000,,3.11883067,0.27824391,,,,,,5841.00,0.931000,1.047000,4.520000,1425.39000000
Kepler-1821 b,Kepler-1821,1,1,1,0,0,2021,0,16.45809937000,,2.59248115,0.23128608,,,,,,5475.00,0.884000,0.946000,4.521000,799.69900000
Kepler-1822 b,Kepler-1822,1,1,1,0,0,2021,0,22.13339996000,,2.64755943,0.23619984,,,,,,5165.00,0.702000,0.782000,4.633000,897.59700000
Kepler-1823 b,Kepler-1823,1,1,1,0,0,2021,0,21.10339928000,,2.08612680,0.18611209,,,,,,6000.00,1.126000,1.068000,4.363000,724.97100000
Kepler-1824 b,Kepler-1824,1,1,1,0,0,2021,0,95.61100006000,,2.38127597,0.21244358,,,,,,6002.00,1.081000,1.135000,4.424000,1040.10000000
Kepler-1825 b,Kepler-1825,1,1,1,0,0,2021,0,1.02586996600,,1.42200732,0.12686321,,,,,,5123.00,0.847000,0.828000,4.501000,430.25400000
Kepler-1826 b,Kepler-1826,1,1,1,0,0,2021,0,1.61536002200,,1.47519116,0.13160797,,,,,,3821.00,0.486000,0.490000,4.755000,336.95200000
Kepler-1827 b,Kepler-1827,1,1,1,0,0,2021,0,3.70061993600,,1.85644292,0.16562103,,,,,,5423.00,1.404000,0.915000,4.105000,686.46100000
Kepler-1828 b,Kepler-1828,1,1,1,0,0,2021,0,10.27379990000,,2.11598626,0.18877597,,,,,,5806.00,0.899000,0.996000,4.528000,871.81000000
Kepler-1829 b,Kepler-1829,1,1,1,0,0,2021,0,5.18671989400,,2.47887001,0.22115035,,,,,,5230.00,0.777000,0.873000,4.594000,679.92100000
Kepler-183 b,Kepler-183,1,1,2,0,0,2014,0,5.68794500000,0.0640000000,2.06000000,0.18400000,,,,,,5888.00,0.958000,,4.502000,1050.64000000
Kepler-183 c,Kepler-183,1,1,2,0,0,2014,0,11.63707100000,0.1030000000,2.27000000,0.20300000,,,,,,5888.00,0.958000,,4.502000,1050.64000000
Kepler-1830 b,Kepler-1830,1,1,1,0,0,2021,0,56.49330139000,,3.32992941,0.29707691,,,,,,6160.00,2.046000,1.443000,3.976000,1056.88000000
Kepler-1831 b,Kepler-1831,1,1,1,0,0,2021,0,5.78387022000,,1.97019818,0.17576961,,,,,,6063.00,1.012000,1.117000,4.476000,1053.49000000
Kepler-1832 b,Kepler-1832,1,1,1,0,0,2021,0,3.13878989200,,1.22719556,0.10948324,,,,,,5242.00,0.722000,0.684000,4.556000,486.17400000
Kepler-1833 b,Kepler-1833,1,1,1,0,0,2021,0,6.89212989800,,1.30027362,0.11600284,,,,,,6164.00,1.446000,1.286000,4.227000,591.60200000
Kepler-1834 b,Kepler-1834,1,1,2,0,0,2021,0,4.60301017800,,1.45938340,0.13019769,,,,,,4821.00,0.788000,0.765000,4.529000,500.39500000
Kepler-1834 c,Kepler-1834,1,1,2,0,0,2023,0,0.76669151700,0.0150000000,1.22000000,0.10884130,,,,1334.2200,1541.00,4821.00,0.788000,0.765000,4.529000,500.39500000
